195468,Camada 4 -Trabalho Prático - HTTP,Trabalho,24/03/2023
202015010014,3.5
202015010375,10.0
202015010243,0.0
201915010136,6.666666666666667
201815010401,6.333333333333333
202015010537,0.0
202015010316,5.666666666666667
202015010057,0.0
202015010383,0.0
202015010278,0.0
201915010250,8.0
202015010480,3.3333333333333335
202015010189,0.0
202015010561,3.3333333333333335
202015010030,0.0
202015010596,0.0
202015010111,9.0
202015010260,0.0
202015010499,8.666666666666666
202015010103,0.0
202015010251,0.0
202015010170,7.0
202015010200,9.0
